date,customer_id,product_category,payment_method,value [USD],time_on_site [Minutes],clicks_in_site
28/11/18,32766,505,paypal,257.03,586,7
28/11/18,42575,513,credit,50.28,569,8
28/11/18,22956,507,paypal,15.8,525,7
28/11/18,52636,504,credit,37.5,582,8
28/11/18,13891,511,credit,128.64,580,18
28/11/18,19745,503,paypal,19.21,559,8
28/11/18,43060,509,credit,166.27,545,15
28/11/18,11915,503,paypal,26.52,602,6
28/11/18,33835,501,paypal,517.55,620,19
28/11/18,18038,501,credit,85.78,534,8
28/11/18,32078,503,credit,574.57,615,17
28/11/18,46601,508,paypal,400.73,547,13
28/11/18,58070,503,paypal,650.57,624,22
28/11/18,11018,514,paypal,56.67,576,7
28/11/18,23846,503,paypal,322.62,573,10
28/11/18,50688,505,paypal,223.14,528,22
28/11/18,37951,513,credit,139.65,545,11
28/11/18,36884,505,paypal,230.02,523,25
28/11/18,21411,502,credit,71.82,579,9
28/11/18,15409,505,credit,5.9,559,7
28/11/18,58658,512,paypal,24.12,539,7
28/11/18,15453,501,paypal,26.49,599,7
28/11/18,19954,513,credit,53.05,598,11
28/11/18,10100,508,credit,186.35,563,13
28/11/18,46242,506,credit,123.73,579,15
28/11/18,56637,505,credit,53.3,515,10
28/11/18,30967,502,credit,70.34,503,11
28/11/18,34933,506,credit,92.13,588,8
28/11/18,26997,511,paypal,75.8,502,9
28/11/18,36821,514,paypal,69.94,577,13
28/11/18,19354,515,credit,133.2,505,19
28/11/18,52080,510,credit,13.53,570,7
28/11/18,30184,512,credit,17.18,594,8
28/11/18,16807,509,paypal,36.34,586,8
28/11/18,23690,513,paypal,371.48,603,13
28/11/18,18044,512,credit,141.01,528,9
28/11/18,37417,511,credit,4.07,513,6
28/11/18,22985,508,credit,26.29,588,8
28/11/18,42023,503,credit,38.42,577,8
28/11/18,10436,504,credit,18.56,597,6
28/11/18,39397,509,credit,295.37,615,19
28/11/18,47160,504,paypal,214.17,610,7
28/11/18,40431,508,credit,236.17,585,19
28/11/18,38468,502,paypal,86.74,527,9
28/11/18,22584,512,paypal,57.59,505,11
28/11/18,13937,514,paypal,124.27,605,11
28/11/18,38427,510,credit,88.25,549,10
28/11/18,50742,515,credit,185.93,524,21
28/11/18,47783,512,credit,118.58,597,14
28/11/18,48286,505,credit,5.59,571,6
28/11/18,22968,509,credit,109.39,513,13
28/11/18,40300,508,credit,385.63,579,36
28/11/18,11919,511,credit,197.03,531,11
28/11/18,55784,514,paypal,57.86,604,9
28/11/18,51836,507,paypal,125.84,532,17
28/11/18,56490,511,paypal,43.24,598,9
28/11/18,20628,506,credit,314.96,571,21
28/11/18,15476,512,paypal,70.64,594,12
28/11/18,21842,507,paypal,1211.12,640,81
28/11/18,11753,505,credit,482.22,617,41
28/11/18,46776,511,credit,321.09,504,24
28/11/18,16997,513,paypal,0.54,594,6
28/11/18,24881,506,credit,81.63,595,14
28/11/18,45065,503,paypal,14.08,502,6
28/11/18,17685,502,credit,207.4,587,12
28/11/18,27127,515,credit,87.57,582,10
28/11/18,13222,507,paypal,179.2,564,16
28/11/18,59675,502,credit,97.59,575,9
28/11/18,51067,506,credit,101.63,561,13
28/11/18,40959,513,paypal,89.3,516,8
28/11/18,25774,510,credit,153.43,522,21
28/11/18,56843,501,paypal,307.44,523,27
28/11/18,53036,515,credit,63.39,525,11
28/11/18,39426,515,credit,363,623,12
28/11/18,20765,503,paypal,533.78,620,32
28/11/18,35589,505,credit,13.26,575,7
28/11/18,42807,508,paypal,330.38,578,35
28/11/18,56333,505,credit,212.38,540,14
28/11/18,15778,507,paypal,5.93,543,6
28/11/18,12725,506,paypal,584.54,579,35
28/11/18,54784,503,credit,62.97,559,12
28/11/18,51354,514,paypal,188.09,609,18
28/11/18,48188,514,paypal,20.68,557,8
28/11/18,21814,504,paypal,253.5,543,19
28/11/18,16819,505,credit,240.86,542,18
28/11/18,57696,502,paypal,81.34,535,13
28/11/18,31217,511,paypal,137.98,556,7
28/11/18,10495,508,credit,255.96,577,7
28/11/18,47355,512,credit,13.96,577,7
28/11/18,27577,503,credit,111.46,594,8
28/11/18,18160,502,credit,57.52,566,9
28/11/18,45537,504,paypal,30.86,530,6
28/11/18,49714,508,paypal,697.8,533,26
28/11/18,42212,501,paypal,28.18,583,6
28/11/18,36282,508,paypal,52.44,539,8
28/11/18,38309,509,credit,902.48,553,25
28/11/18,27648,508,credit,329.56,589,36
28/11/18,41398,503,paypal,261.58,585,27
28/11/18,52266,506,paypal,340.31,522,37
28/11/18,16388,515,credit,749.98,540,13
28/11/18,33031,509,credit,820.17,620,50
28/11/18,18422,508,credit,308.67,580,34
28/11/18,16325,514,credit,1080.97,602,62
28/11/18,33468,503,credit,45.89,575,9
28/11/18,26456,501,paypal,157.42,596,10
28/11/18,28349,509,credit,23.53,599,7
28/11/18,26685,510,credit,41.88,597,9
28/11/18,16865,508,credit,0.66,560,6
28/11/18,37517,508,credit,39.31,513,6
28/11/18,13590,504,paypal,251.21,591,7
28/11/18,45910,502,paypal,626.93,603,32
28/11/18,20876,502,credit,314.39,535,12
28/11/18,49881,503,credit,219.63,569,26
28/11/18,44948,505,paypal,73.32,592,10
28/11/18,36324,507,paypal,20.27,514,6
28/11/18,48111,505,credit,62.6,571,10
28/11/18,23417,501,credit,11.21,556,7
28/11/18,53140,506,credit,235.61,536,13
28/11/18,34902,509,credit,502.95,523,16
28/11/18,53646,502,credit,287.27,540,7
28/11/18,48222,502,credit,54.78,545,10
28/11/18,13260,502,credit,397.25,563,24
28/11/18,30317,512,paypal,315.12,530,23
28/11/18,41019,511,paypal,440.31,545,29
28/11/18,27336,508,paypal,197.47,580,18
28/11/18,26760,509,paypal,128.6,557,7
28/11/18,22423,514,paypal,151.26,514,7
28/11/18,18149,514,credit,34.21,574,6
28/11/18,24893,508,paypal,55.67,601,11
28/11/18,11040,508,credit,176.05,549,22
28/11/18,41198,507,credit,164.34,521,21
28/11/18,10647,514,credit,520.11,533,31
28/11/18,34608,511,credit,48.29,591,6
28/11/18,42062,504,credit,252.19,614,7
28/11/18,25702,508,credit,39.96,592,8
28/11/18,19610,502,paypal,68.72,521,7
28/11/18,36767,508,credit,24.32,570,7
28/11/18,42970,511,paypal,114.36,517,14
28/11/18,10387,509,paypal,162.01,530,15
28/11/18,28603,501,paypal,24.45,567,7
28/11/18,32882,510,credit,880.81,630,30
28/11/18,15446,509,paypal,76.66,573,8
28/11/18,35535,507,credit,213.29,522,18
28/11/18,22260,511,credit,153.01,505,6
28/11/18,48500,505,paypal,156.45,565,15
28/11/18,10937,511,paypal,39.85,562,9
28/11/18,44998,509,credit,161.87,594,14
28/11/18,28662,505,credit,420.71,567,12
28/11/18,45624,503,credit,164.06,560,14
28/11/18,28841,510,credit,133.36,531,14
28/11/18,38426,504,credit,446.57,531,8
28/11/18,24873,510,credit,27.77,589,8
28/11/18,46471,512,paypal,465.64,599,10
28/11/18,55028,513,paypal,184.95,519,18
28/11/18,39138,501,credit,107,528,14
28/11/18,29236,507,paypal,6.24,563,6
28/11/18,48578,504,paypal,215.76,532,19
28/11/18,15495,502,credit,62.72,569,10
28/11/18,19564,514,paypal,175.45,540,22
28/11/18,42380,507,paypal,2.04,530,6
28/11/18,41625,513,paypal,80,607,13
28/11/18,21014,505,paypal,457.63,590,16
28/11/18,16185,511,credit,179.78,594,19
28/11/18,31416,501,credit,71.56,549,10
28/11/18,20618,506,paypal,418.96,589,14
28/11/18,31645,513,credit,312.86,571,11
28/11/18,52834,507,paypal,384.18,606,43
28/11/18,11910,510,paypal,60.91,504,6
28/11/18,31090,511,credit,228.08,594,21
28/11/18,54383,511,paypal,213.8,572,16
28/11/18,41149,505,credit,56.62,519,8
28/11/18,59380,504,credit,206.08,550,25
28/11/18,53702,505,paypal,101.39,609,8
28/11/18,13468,509,credit,120.21,534,12
28/11/18,46455,514,paypal,56.48,558,8
28/11/18,28625,510,credit,37.24,542,7
28/11/18,13106,510,credit,365.53,542,31
28/11/18,52347,514,credit,172.35,527,21
28/11/18,17589,510,credit,48.76,528,6
28/11/18,56374,512,paypal,132.57,574,9
28/11/18,55754,503,paypal,76.85,554,11
28/11/18,58998,506,credit,747.62,614,80
28/11/18,19683,515,paypal,219.13,571,14
28/11/18,15749,503,credit,57.63,561,11
28/11/18,54855,503,paypal,174.13,522,18
28/11/18,13371,502,paypal,48.93,568,11
28/11/18,50709,511,credit,68.78,526,7
28/11/18,18836,512,paypal,35.58,557,7
28/11/18,57515,509,paypal,152.42,556,15
28/11/18,55450,513,credit,27.47,552,8
28/11/18,17302,513,paypal,85.41,565,8
28/11/18,27265,502,credit,76.45,523,11
28/11/18,27457,512,paypal,67.16,566,11
28/11/18,52548,507,paypal,54.53,576,11
28/11/18,52807,507,credit,103.84,529,7
28/11/18,15519,507,credit,132.85,611,9
28/11/18,45969,503,credit,323.49,606,24
28/11/18,40436,507,credit,143.55,596,13
28/11/18,15311,506,paypal,277.38,508,10
28/11/18,31378,507,paypal,674.86,649,58
28/11/18,34214,508,paypal,158.12,587,8
28/11/18,46082,504,paypal,359.42,593,7
28/11/18,37211,503,credit,566.74,625,46
28/11/18,42438,513,credit,121.47,580,14
28/11/18,11601,503,paypal,140.3,545,19
28/11/18,36555,503,paypal,547.85,597,17
28/11/18,48676,507,credit,337.75,511,32
28/11/18,42880,503,paypal,295.25,573,6
28/11/18,56296,509,credit,33.89,555,6
28/11/18,16126,501,credit,14.37,598,7
28/11/18,55300,504,credit,18.46,571,7
28/11/18,22819,511,credit,61.17,544,9
28/11/18,50889,505,paypal,84.57,572,8
28/11/18,16195,501,paypal,519.44,538,48
28/11/18,49156,505,credit,41.88,588,10
28/11/18,56901,511,credit,41.42,556,7
28/11/18,47225,514,credit,23.44,571,8
28/11/18,46599,501,paypal,47.57,543,8
28/11/18,59578,513,credit,234.21,512,12
28/11/18,25320,514,paypal,41.09,595,8
28/11/18,47878,503,credit,321.39,597,21
28/11/18,17100,503,credit,33.69,543,7
28/11/18,12343,512,paypal,396.99,598,37
28/11/18,39400,505,credit,123.58,560,6
28/11/18,15063,502,credit,4.9,511,6
28/11/18,47587,502,credit,215.55,540,25
28/11/18,29462,503,credit,362.8,524,17
28/11/18,25668,509,paypal,77.2,565,11
28/11/18,26932,511,paypal,168.05,593,13
28/11/18,20960,502,credit,8.59,510,6
28/11/18,27401,507,paypal,97.55,589,9
28/11/18,37641,505,paypal,309.03,554,32
28/11/18,34756,510,paypal,2.52,597,6
28/11/18,49275,514,paypal,98.38,506,15
28/11/18,49279,513,paypal,211.67,535,7
28/11/18,53815,505,credit,96.88,555,6
28/11/18,46039,514,credit,95.24,537,11
28/11/18,13434,513,paypal,247.62,548,8
28/11/18,57938,510,paypal,2.08,526,6
28/11/18,13282,507,paypal,141.08,544,15
28/11/18,48695,513,paypal,722.03,577,38
28/11/18,10756,512,credit,211.53,556,19
28/11/18,29311,515,credit,69.51,513,12
28/11/18,17275,501,paypal,4.28,543,6
28/11/18,42769,506,credit,148.25,569,7
28/11/18,19210,513,paypal,225.39,528,14
28/11/18,48023,514,paypal,123.69,542,10
28/11/18,16292,512,credit,111.05,531,15
28/11/18,14876,511,paypal,47.72,517,9
28/11/18,42463,507,credit,121.03,542,8
28/11/18,49595,509,paypal,207.25,581,26
28/11/18,36671,513,credit,11.01,576,7
28/11/18,31485,515,credit,210.06,571,15
28/11/18,26427,506,paypal,206.3,586,16
28/11/18,18252,513,credit,646.4,646,37
28/11/18,41520,505,paypal,190.38,566,15
28/11/18,34095,510,paypal,55.93,596,8
28/11/18,13998,513,paypal,156.67,533,12
28/11/18,56506,505,credit,324.39,596,13
28/11/18,39694,513,paypal,297.31,581,25
28/11/18,31376,506,paypal,3.76,574,6
28/11/18,43170,509,credit,289.9,621,18
28/11/18,11431,507,credit,227.79,562,17
28/11/18,38714,512,credit,492.11,612,29
28/11/18,11712,507,credit,71.79,599,7
28/11/18,48284,506,credit,436.59,575,11
28/11/18,25855,512,credit,100.96,511,6
28/11/18,19360,507,paypal,272.5,502,24
28/11/18,25292,512,credit,195.87,591,23
28/11/18,43567,515,credit,86.99,534,14
28/11/18,43160,512,paypal,214.13,531,8
28/11/18,38364,508,paypal,89.42,594,15
28/11/18,45504,505,credit,183.92,584,22
28/11/18,15990,506,credit,1094.86,628,68
28/11/18,22261,515,credit,330.99,612,28
28/11/18,52062,504,paypal,245.47,609,8
28/11/18,58070,513,paypal,131.53,510,12
28/11/18,37834,507,paypal,5.75,593,7
28/11/18,44362,507,paypal,141.38,586,17
28/11/18,20918,506,credit,205.71,543,16
28/11/18,44347,509,paypal,83.56,545,10
28/11/18,43308,512,paypal,8.86,596,7
28/11/18,21061,512,paypal,138.51,527,12
28/11/18,16635,504,paypal,69.09,509,8
28/11/18,40270,511,paypal,246.24,582,21
28/11/18,12908,512,credit,153.04,552,7
28/11/18,24833,506,credit,48.58,550,9
28/11/18,27977,503,credit,10.48,575,7
28/11/18,21898,501,paypal,219.74,547,26
28/11/18,33004,513,credit,445.82,552,10
28/11/18,23029,508,credit,219.15,570,14
28/11/18,22649,515,credit,5.22,503,6
28/11/18,54465,506,credit,19.31,589,6
28/11/18,27557,509,paypal,808.58,570,83
28/11/18,42433,512,paypal,0.95,503,6
28/11/18,56208,501,credit,96.7,596,15
28/11/18,32850,501,paypal,63.57,548,7
28/11/18,47985,506,credit,43.83,575,9
28/11/18,58936,508,paypal,112.29,574,12
28/11/18,14367,501,paypal,2.38,588,6
28/11/18,22901,515,credit,282.82,532,23
28/11/18,13433,514,credit,350.77,556,26
28/11/18,51152,515,paypal,33.32,555,8
28/11/18,47139,508,paypal,106.36,519,10
28/11/18,21075,507,credit,224.71,583,17
28/11/18,24765,503,paypal,269.48,599,15
28/11/18,14246,512,paypal,92.18,548,7
28/11/18,25789,503,credit,136.09,516,14
28/11/18,27302,503,credit,141.67,548,9
28/11/18,50544,503,credit,30.81,568,7
28/11/18,59654,508,credit,1.34,538,6
28/11/18,21848,507,paypal,256.55,570,29
28/11/18,42197,514,credit,60.6,522,11
28/11/18,38184,514,paypal,594.25,550,9
28/11/18,53046,511,credit,55.97,581,6
28/11/18,32280,512,credit,314.69,542,15
28/11/18,16011,508,paypal,204.43,577,8
28/11/18,44935,508,credit,83.91,539,8
28/11/18,16724,511,paypal,368.7,571,39
28/11/18,20340,501,credit,146.14,537,11
28/11/18,49018,508,paypal,39.21,540,6
28/11/18,31488,504,paypal,436.51,533,7
28/11/18,12395,512,credit,60.69,565,8
28/11/18,52752,513,credit,29.68,503,8
28/11/18,39731,504,credit,316.46,546,28
28/11/18,24605,502,credit,79.91,551,11
28/11/18,37893,506,credit,13.42,517,6
28/11/18,41994,513,paypal,31.78,552,8
28/11/18,21826,502,paypal,149.46,550,7
28/11/18,53769,501,credit,158.1,533,15
28/11/18,15193,509,credit,234.84,512,12
28/11/18,16629,512,paypal,642.1,582,69
28/11/18,35327,503,credit,6.83,506,7
28/11/18,53579,509,paypal,97.27,540,8
28/11/18,57411,505,credit,379.31,548,31
28/11/18,31429,508,paypal,4.51,571,6
28/11/18,58432,503,credit,12.96,538,6
28/11/18,59657,503,paypal,101.21,519,7
28/11/18,26468,514,paypal,1133.43,625,103
28/11/18,34690,501,paypal,785.69,655,25
28/11/18,26822,507,credit,44.85,574,6
28/11/18,38036,512,paypal,67.14,556,7
28/11/18,33151,506,credit,33.11,546,7
28/11/18,32991,513,credit,30.78,584,7
28/11/18,41491,511,paypal,107.65,558,9
28/11/18,49935,502,paypal,48.66,536,9
28/11/18,36679,510,credit,9.65,508,7
28/11/18,45185,514,paypal,295.5,580,24
28/11/18,14425,507,paypal,238.5,564,10
28/11/18,54344,512,paypal,221.23,545,20
28/11/18,45877,513,credit,456.84,560,26
28/11/18,24031,514,credit,174,595,17
28/11/18,18344,506,paypal,99.25,560,15
28/11/18,10478,507,credit,192.99,535,14
28/11/18,26330,514,paypal,47.69,536,9
28/11/18,14210,501,paypal,89.21,574,10
28/11/18,35942,510,paypal,578.21,565,25
28/11/18,29684,506,credit,291.33,564,17
28/11/18,24583,515,credit,57.41,514,11
28/11/18,29682,508,credit,292.55,566,26
28/11/18,10960,510,paypal,21.75,566,7
28/11/18,39954,501,credit,18.95,561,8
28/11/18,48284,512,credit,419.85,550,31
28/11/18,44871,505,credit,123.07,595,6
28/11/18,25358,514,paypal,243.46,527,17
28/11/18,27126,510,credit,90.29,558,11
28/11/18,27390,511,paypal,474.55,531,12
28/11/18,21085,514,credit,206.85,601,22
28/11/18,25966,507,credit,34.07,524,7
28/11/18,44087,511,credit,98.6,508,8
28/11/18,58251,515,credit,6.16,600,6
28/11/18,52922,502,credit,45.49,537,8
28/11/18,43772,513,paypal,86.8,574,10
28/11/18,28679,504,paypal,102.26,554,9
28/11/18,54053,515,paypal,85.14,598,12
28/11/18,39859,512,paypal,750.17,575,37
28/11/18,55808,505,paypal,27,510,7
28/11/18,21731,510,credit,43.09,532,9
28/11/18,50727,501,credit,63.36,544,12
28/11/18,40135,506,paypal,125.93,568,18
28/11/18,13961,503,credit,66.6,598,13
28/11/18,46205,501,paypal,29.96,501,7
28/11/18,36221,511,credit,44.23,514,9
28/11/18,58766,511,credit,57.93,537,6
28/11/18,25933,513,paypal,85.32,573,9
28/11/18,24815,510,credit,140.75,530,15
28/11/18,40722,501,credit,49.46,581,8
28/11/18,41700,510,credit,182.11,606,23
28/11/18,22392,512,credit,429.1,513,10
28/11/18,21356,509,credit,35.33,524,8
28/11/18,10351,511,paypal,378.56,624,37
28/11/18,23442,506,paypal,118.27,509,7
28/11/18,38034,512,paypal,113.17,565,6
28/11/18,21715,506,paypal,108.21,549,13
28/11/18,40909,502,paypal,69.29,531,13
28/11/18,19768,503,paypal,3.3,537,6
28/11/18,46045,503,paypal,13.67,579,7
28/11/18,55388,507,credit,36.83,581,7
28/11/18,50958,507,paypal,190.41,548,13
28/11/18,20043,506,credit,201.32,578,7
28/11/18,35079,514,paypal,223.2,523,21
28/11/18,13199,512,paypal,159.85,521,11
28/11/18,46337,514,paypal,163.42,603,9
28/11/18,41278,511,paypal,285.9,572,10
28/11/18,39224,502,paypal,135.17,517,11
28/11/18,45365,514,paypal,3.52,580,6
28/11/18,51833,505,credit,125.03,522,10
28/11/18,49410,512,paypal,23.69,590,6
28/11/18,18753,515,credit,12.53,514,7
28/11/18,18614,512,paypal,67.2,507,9
28/11/18,27338,502,credit,92.95,541,12
28/11/18,13954,505,paypal,26.1,585,8
28/11/18,10000,503,credit,48.56,509,9
28/11/18,22533,507,credit,51.5,553,8
28/11/18,21529,508,credit,124.29,565,8
28/11/18,28434,508,paypal,186.97,584,24
28/11/18,41563,515,paypal,787.18,585,43
28/11/18,15545,509,paypal,311.31,539,10
28/11/18,48038,511,paypal,98.84,590,12
28/11/18,58339,510,paypal,44.93,515,10
28/11/18,46924,501,paypal,53.97,518,10
28/11/18,38927,504,credit,225.82,611,11
28/11/18,56616,504,paypal,8.17,531,7
28/11/18,25111,515,paypal,338.55,602,16
28/11/18,12052,504,paypal,209.24,586,13
28/11/18,37093,506,credit,166.04,562,8
28/11/18,51516,513,credit,51.66,595,10
28/11/18,35043,514,credit,122.74,574,8
28/11/18,15212,506,paypal,128.51,521,14
28/11/18,53226,502,credit,26.67,587,7
28/11/18,56577,505,credit,392.51,600,15
28/11/18,16311,513,paypal,340.81,525,14
28/11/18,54625,503,paypal,485.47,582,17
28/11/18,22973,511,credit,30.09,523,6
28/11/18,46985,502,credit,4.84,570,6
28/11/18,18397,514,paypal,12.63,526,6
28/11/18,41248,511,paypal,457.87,542,19
28/11/18,22712,515,paypal,357.3,557,29
28/11/18,17496,502,paypal,170.63,527,18
28/11/18,12633,501,paypal,258.21,532,16
28/11/18,49216,507,credit,734.93,547,69
28/11/18,13579,510,credit,516.81,610,49
28/11/18,32690,504,paypal,456.55,600,37
28/11/18,35017,503,credit,200.33,584,7
28/11/18,50772,515,credit,302.91,587,36
28/11/18,40516,513,paypal,340.04,565,18
28/11/18,21890,501,paypal,12.08,546,7
28/11/18,25180,502,credit,32.16,532,9
28/11/18,26429,514,paypal,76,578,7
28/11/18,18372,504,paypal,367.17,507,12
28/11/18,51541,515,paypal,142.24,601,14
28/11/18,45207,511,credit,19.72,589,7
28/11/18,49733,502,credit,25.03,543,7
28/11/18,42220,505,paypal,223.6,537,15
28/11/18,15709,512,credit,416.11,626,27
28/11/18,20408,508,credit,194.83,517,8
28/11/18,32841,505,credit,6.2,547,7
28/11/18,42494,513,credit,60.82,546,7
28/11/18,46506,512,paypal,77.58,508,13
28/11/18,59205,508,paypal,224.61,518,18
28/11/18,57915,509,paypal,76.67,564,7
28/11/18,52921,506,credit,79.84,584,6
28/11/18,42843,515,credit,527.39,609,21
28/11/18,18432,507,paypal,33.4,566,8
28/11/18,42215,502,credit,39.38,567,7
28/11/18,40273,512,paypal,112.68,548,7
28/11/18,46631,510,credit,544.22,581,27
28/11/18,50291,501,paypal,320.88,505,13
28/11/18,10263,514,credit,43.81,580,6
28/11/18,13070,513,paypal,49.64,511,8
28/11/18,12994,510,paypal,47.92,506,7
28/11/18,56087,505,credit,510.38,578,19
28/11/18,55847,502,credit,124.9,548,18
28/11/18,27670,504,credit,760.75,645,23
28/11/18,31274,513,credit,208.41,595,21
28/11/18,12691,512,credit,94.69,583,12
28/11/18,57187,504,credit,7.04,532,6
28/11/18,12807,514,paypal,18.67,557,7
28/11/18,10434,505,paypal,75.26,580,6
28/11/18,11291,513,credit,630.59,542,18
28/11/18,54571,507,credit,441.73,605,43
28/11/18,52724,511,credit,348.56,586,27
28/11/18,49654,502,credit,138.18,547,9
28/11/18,56179,501,paypal,104.9,530,16
28/11/18,21976,509,credit,203.42,545,24
28/11/18,32491,510,paypal,101.51,598,15
28/11/18,34890,507,credit,12.09,568,7
28/11/18,33986,508,credit,539.49,601,45
28/11/18,20428,506,paypal,7.66,598,7
28/11/18,40987,506,paypal,242.46,601,26
28/11/18,25815,502,credit,2.22,524,6
28/11/18,42672,513,paypal,275.05,595,30
28/11/18,30969,511,paypal,231.69,564,11
28/11/18,32761,510,credit,280.19,582,18
28/11/18,57842,505,credit,181.9,502,24
28/11/18,25950,512,paypal,20.06,544,8
28/11/18,41859,512,credit,159.26,517,12
28/11/18,12253,514,paypal,51.6,512,7
28/11/18,54572,515,credit,71.87,548,7
28/11/18,51312,511,paypal,41.26,515,7
28/11/18,38780,501,credit,225.7,590,24
28/11/18,20808,512,paypal,92.08,526,11
28/11/18,29837,513,paypal,151.15,567,18
28/11/18,36958,510,credit,174.81,575,6
28/11/18,19672,507,paypal,252.61,513,23
28/11/18,34159,513,credit,122.17,597,7
28/11/18,13556,507,credit,183.12,532,9
28/11/18,47024,507,paypal,111.71,541,6
28/11/18,57480,509,credit,48.5,581,8
28/11/18,19657,507,credit,512.83,528,34
28/11/18,51737,502,credit,65.26,580,9
28/11/18,28957,513,credit,5.43,566,7
28/11/18,44447,512,paypal,58.4,580,11
28/11/18,22537,514,credit,23.94,500,7
28/11/18,50256,512,paypal,102.96,566,15
28/11/18,53237,511,paypal,171.45,512,17
28/11/18,32326,514,paypal,8.87,545,6
28/11/18,19282,504,paypal,234.72,508,20
28/11/18,59676,512,paypal,62.01,582,9
28/11/18,55863,503,credit,6.4,590,6
28/11/18,44699,514,paypal,65.44,576,10
28/11/18,14833,503,credit,208.58,578,20
28/11/18,58874,501,paypal,201.96,580,14
28/11/18,36252,505,paypal,221.97,511,12
28/11/18,24057,510,credit,140.21,528,14
28/11/18,10114,505,paypal,82.44,582,12
28/11/18,13324,503,paypal,65.02,513,10
28/11/18,57472,514,paypal,373.98,599,23
28/11/18,56240,506,credit,854.18,588,21
28/11/18,14567,514,paypal,378.96,605,13
28/11/18,16413,511,paypal,344.19,535,6
28/11/18,36940,513,paypal,657.76,580,39
28/11/18,36321,506,credit,162.44,547,13
28/11/18,59950,515,paypal,205.77,595,21
28/11/18,39806,506,credit,306.4,545,33
28/11/18,30568,509,credit,793.12,557,23
28/11/18,40419,511,paypal,434.75,605,32
28/11/18,38968,508,paypal,24.62,596,8
28/11/18,36169,512,paypal,231.69,554,13
28/11/18,30769,513,credit,24.09,506,8
28/11/18,51969,514,credit,377.12,576,13
28/11/18,20550,509,paypal,110.33,591,9
28/11/18,11325,503,credit,617.16,578,33
28/11/18,46944,505,paypal,377.82,557,22
28/11/18,10910,509,paypal,10.44,574,6
28/11/18,35354,503,credit,565.05,532,42
28/11/18,56555,506,credit,139.36,532,11
28/11/18,40243,514,credit,239.44,527,25
28/11/18,38843,509,paypal,279.86,503,19
28/11/18,26342,506,credit,12.54,545,7
28/11/18,27801,509,paypal,31.68,576,8
28/11/18,27004,512,credit,304.66,542,25
28/11/18,33583,504,paypal,44.22,579,10
28/11/18,14830,503,paypal,309.57,553,11
28/11/18,56175,507,paypal,237.52,524,14
28/11/18,11773,505,credit,291.58,605,7
28/11/18,16416,511,paypal,94.55,518,13
28/11/18,54293,508,credit,254.3,582,15
28/11/18,24370,511,credit,102.84,532,14
28/11/18,59222,502,credit,7.2,555,6
28/11/18,23426,509,credit,123.7,556,14
28/11/18,19697,515,credit,11.4,504,6
28/11/18,55332,514,credit,199.31,531,13
28/11/18,27707,507,paypal,81.97,541,6
28/11/18,23105,505,paypal,3.12,555,6
28/11/18,10607,503,paypal,545.9,547,31
28/11/18,19607,508,paypal,21.24,514,8
28/11/18,15008,504,credit,100.36,543,8
28/11/18,38201,512,paypal,109.93,544,7
28/11/18,52684,510,credit,232.97,597,29
28/11/18,30035,512,credit,61.28,553,11
28/11/18,15627,501,paypal,18.83,596,7
28/11/18,15860,512,paypal,3.02,580,6
28/11/18,34299,504,paypal,140.68,548,15
28/11/18,32096,509,paypal,140.43,517,8
28/11/18,11142,501,credit,169.29,534,16
28/11/18,56569,504,credit,38.28,503,8
28/11/18,28580,507,credit,1.96,514,6
28/11/18,13481,512,credit,81.8,594,10
28/11/18,23972,512,paypal,318.83,544,13
28/11/18,51767,502,paypal,187.61,557,22
28/11/18,22500,515,credit,10.77,560,7
28/11/18,47273,509,credit,17.64,529,7
28/11/18,12883,514,credit,192.83,574,11
28/11/18,42802,511,credit,133.66,577,14
28/11/18,38789,508,credit,296.27,520,13
28/11/18,15889,509,credit,276.19,562,25
28/11/18,48355,508,paypal,109.7,593,11
28/11/18,59977,508,credit,187.51,557,17
28/11/18,20685,510,paypal,172.27,517,12
28/11/18,34305,508,paypal,37.02,551,9
28/11/18,40966,508,credit,1021.69,587,55
28/11/18,37950,509,credit,48.78,600,8
28/11/18,10628,502,paypal,152.74,547,11
28/11/18,58788,503,credit,223.45,518,21
28/11/18,42239,504,paypal,64.04,521,7
28/11/18,59410,515,paypal,1033.53,629,107
28/11/18,44635,513,paypal,223.62,573,24
28/11/18,49820,507,credit,92.52,598,13
28/11/18,36170,506,paypal,112.21,534,15
28/11/18,13224,503,paypal,58.05,514,10
28/11/18,47057,514,paypal,98.12,553,11
28/11/18,16458,508,paypal,147.06,545,20
28/11/18,55302,515,credit,86.12,531,7
28/11/18,45305,512,paypal,42.08,526,6
28/11/18,19205,505,credit,48.75,569,10
28/11/18,25829,504,paypal,122.73,602,8
28/11/18,35124,503,credit,779.66,548,53
28/11/18,11942,501,credit,176.74,500,10
28/11/18,30997,503,credit,125.15,576,6
28/11/18,43489,502,paypal,45.28,591,7
28/11/18,49443,508,paypal,127.44,520,8
28/11/18,13400,510,credit,730.73,653,32
28/11/18,50655,515,credit,11.71,553,7
28/11/18,49944,509,credit,544.74,560,22
28/11/18,36464,501,credit,66.48,595,9
28/11/18,49139,506,credit,117.07,526,11
28/11/18,36093,511,credit,45.54,538,8
28/11/18,56369,505,paypal,415.98,573,35
28/11/18,38011,503,credit,178.55,578,22
28/11/18,24889,514,credit,183.99,564,24
